['FOXF', 2.38, 17.30634, 1897322752, None]
['FRME', 3.022, 12.551569, 1504577280, 0.0378]
['FULT', 1.182, 12.260417, 1928408576, 0.0463]
['FWRD', 3.04, 18.082169, 1450921216, 0.0138]
['GBDC', 0.123, 9.038462, 1414998400, 0.105299994]
['GLPI', 1.811, 11.675214, 5876586496, 0.105]
['GLUU', 0.06, 19.349998, 1161247616, None]
['GNTX', 1.618, 14.743977, 6040380928, 0.0197]
['GTLS', 1.513, 10.573529, 1292607488, None]
['HBAN', 0.984, 9.520834, 9269970944, 0.0673]
['HCSG', 1.016, 20.090164, 1823936128, 0.0327]
['HDS', 2.706, 10.294117, 4819083264, None]
['HMSY', 0.98, 20.962687, 2483462144, None]
['HOMB', 1.31, 10.963235, 2462356736, 0.037]
['HQY', 0.58, 29.296295, 3935827200, None]
['HSIC', 4.65, 15.019022, 7890124288, None]
['HTLD', 0.84, 24.250002, 1656997760, 0.0039]
['HTLF', 4.14, 9.860058, 1244819456, 0.0248]
['HUBG', 3.2, 14.848024, 1657978752, None]
['HURN', 1.86, 17.10543, 1223512192, None]
['IBOC', 3.12, None, 1867517824, 0.0378]
['IBTX', 4.457, 5.752988, 1243018240, 0.0364]
['ICFI', 3.59, 16.612902, 1357448320, 0.0082]
['ICLR', 6.78, 20.311583, 8179530240, None]
['ICUI', 4.69, 29.057068, 4662019584, None]
['INDB', 4.561, 15.162499, 2420662784, 0.025999999]
['INGN', 0.94, 49.074074, 1168199552, None]
['IOSP', 4.54, 14.178162, 1836972672, 0.014400001]
['IPAR', 1.9, 25.41808, 1418597760, 0.0299]
['IPGP', 3.35, 27.891489, 6966410752, None]
['IRBT', 2.97, 28.041285, 1703809280, None]
['IRWD', 0.138, 17.033333, 1628802304, None]
['ISBC', 0.74, 9.0990095, 2299346944, 0.0545]
['ITRI', 1.23, 15.312775, 2791992576, None]
['JBLU', 1.91, 7.7758627, 2432757248, None]
['JJSF', 4.956, 28.917622, 2390781440, 0.0185]
['JOBS', 1.692, 2.89161, 4265715968, None]
['JRVR', 1.25, 15.18595, 1121620992, 0.0334]
['KALU', 3.912, 14.420524, 1131640576, 0.0369]
['KLIC', 0.274, 12.497488, 1587312896, 0.0202]
['LANC', 5.369, 25.36036, 3872454656, 0.0201]
['LFUS', 5.6, 19.848612, 3490719744, 0.0135]
['LGIH', 7.02, 8.021708, 1404562944, None]
['LHCG', 3.07, 22.046679, 3871343872, None]
['LKFN', 3.21, 17.851065, 1078161152, 0.0298]
['LKQ', 1.74, 9.913222, 7381507072, None]
['LOPE', 5.37, 14.115001, 4006963456, None]
['LPLA', 6.62, 10.744917, 4598048256, 0.0176]
['LSCC', 0.32, 23.554216, 2628008448, None]
['LSTR', 5.181, 20.741177, 4058831360, 0.0068]
['MANH', 1.35, 40.636368, 4257386752, None]
['MANT', 2.831, 24.84592, 3304707328, 0.0159]
['MDCO', 0, -24.119318, 6786328576, None]
['MEOH', 1.011, -80.72221, 1097596160, 0.103599995]
['MGEE', 2.506, 28.333332, 2357451264, 0.0208]
['MGLN', 2.28, 10.6595745, 1361128832, None]
['MGRC', 3.93, 13.784654, 1353060864, 0.0307]
['MIDD', 6.33, 9.585492, 3118528256, None]
['MINI', 1.88, 13.597015, 1212506368, 0.045500003]
['MKSI', 2.55, 13.652235, 5363679232, 0.0083]
['MLHR', 3.561, 10.980583, 1329382016, None]
['MLNX', 4.595, 14.6070175, 7023214080, None]
['MNRO', 2.316, 44.45378, 1760713088, 0.0171]
['MOMO', 2.04, 1.0788864, 4811308544, None]
['MORN', 3.52, 50.38733, 6147046912, 0.0085]
['MPWR', 2.38, 35.493507, 8532808704, 0.010299999]
['MRCY', 1.173, 35.86498, 4725039616, None]
['MRTN', 1.11, 19.973913, 1259690880, 0.0055]
['MSEX', 2.011, 27.62557, 1055077632, 0.0173]
['MTLS', 0.097, 174.25, 1105946624, None]
['MYL', 0.03, 3.5895197, 8485949952, None]
['NATI', 1.22, 38.116505, 5133598208, 0.026600001]
['NAVI', 1.636, 2.729927, 1451120000, 0.0867]
['NBIX', 0.39, 20.12857, 9150831616, None]
['NBTB', 2.74, 14.968036, 1428794880, 0.0328]
['NCLH', 4.3, 22.964912, 2790827520, None]
['NDSN', 5.849, 24.836956, 9254466560, 0.0094]
['NEOG', 1.12, 52.442623, 3385232896, None]
['NGHC', 2.727, 5.837662, 2044487808, 0.0114]
['NGHCP', 2.727, None, 2371534080, 0.0842]
['NSIT', 4.43, 7.2496476, 1824407040, None]
['NTAP', 4.263, 10.210145, 9349151744, 0.045]
['NTCT', 0.12, 15.8313265, 1940914688, None]
['NUAN', 0.835, 20.918478, 5444179968, None]
['NUVA', 1.23, 22.210526, 3023259648, None]
['NVMI', 1.23, 17.578703, 1065085120, None]
['NWBI', 0.87, 13.228915, 1400971136, 0.070199996]
['NXST', 4.8, 5.701518, 3101026304, 0.0347]
['ODP', 0.18, 5.5125, 1166638976, 0.056500003]
['OLED', 2.92, 30.295116, 6756328960, 0.0042]
['OMAB', 2.704, 10.081181, 1482476032, 0.0648]
['OMCL', 1.43, 20.430635, 3011493120, None]
['ONB', 1.194, 12.293104, 2354454272, 0.0401]
['OSIS', 4.149, 15.77516, 1348529280, None]
['OTEX', 1.21, 11.435737, 9795682304, 0.0188]
['OTTR', 2.17, 18.6281, 1814352896, 0.0336]
['PAAS', 0.55, 14.251614, 4613143040, 0.0092]
['PAHC', 0.94, 20.658731, 1053007232, 0.0189]
['PBCT', 1.268, 11.375, 5395517440, 0.0579]
['PCTY', 1.038, 52.642105, 5361981952, None]
['PDCO', 0.498, 11.632653, 1638282624, 0.065]
['PEGI', 0, 11.884444, 2626365440, None]
['PENN', 0.37, 10.75, 1859306240, None]
['PINC', 1.267, 10.9402, 2340374528, None]
['PLXS', 3.497, 15.284314, 1820039040, None]
['PNFP', 4.377, 9.0955715, 2957715968, 0.018099999]
['POOL', 6.345, 33.488617, 8884074496, 0.0104]
['POWI', 6.49, 27.948862, 2922486016, 0.0078]
['PPC', 1.828, 9.068086, 5310814208, None]
['PRAA', 1.89, 9.352542, 1253035776, None]
['PRAH', 3.68, 15.210793, 5739227136, None]
['PRFT', 1.15, 13.953974, 1105559168, None]
['PRGS', 0.831, 13.858658, 1756601088, 0.017]
['PSEC', 0.368, 8.269232, 1581617408, 0.16510001]
['PSMT', 2.62, 19.044777, 1952362880, 0.0109]
['QLYS', 1.68, 37.031803, 4088143360, None]
['RCII', 3.1, 7.209303, 1027289152, 0.067]
['RDWR', 0.47, 24.52688, 1056997120, None]
['RGEN', 0.44, 87.86614, 5812008960, None]
['RGLD', 2.54, 41.424343, 8257607680, 0.0089]
['ROCK', 1.99, 15.376206, 1549387136, None]
['ROLL', 4.979, 29.637209, 3191059456, None]
['RP', 0.6, 28.152466, 5944600576, None]
['RUSHA', 3.411, 14.853659, 1288166528, 0.0153]
['SABR', 0.574, 56.5, 1701393536, None]
['SAFM', 1.454, 13.384315, 3035904512, 0.0091]
['SAFT', 6.46, 19.21778, 1336358144, 0.0423]
['SAIA', 4.3, 16.726027, 2227630336, None]
['SASR', 2.689, 8.744827, 1200106240, 0.0499]
['SBGI', 0.51, -26.030302, 1549721984, 0.0499]
['SBNY', 10.136, 10.037701, 5682989056, 0.022]
['SBRA', 0.369, 16.155844, 2553608448, 0.0998]
['SBSI', 2.2, 15.0753765, 1004643008, 0.0422]
['SEIC', 3.232, 16.091482, 7547796992, 0.0137]
['SFBS', 2.75, 13.987854, 1855811712, 0.0209]
['SFM', 1.25, 15.639706, 2500161024, None]
['SFNC', 2.574, 9.8540535, 1986121984, 0.0378]
['SHEN', 1.1, 32.33143, 2819302400, 0.0055]
['SHOO', 1.69, 12.7405405, 1960295808, None]
['SIGI', 4.53, 12.002359, 3038514688, 0.0182]
['SIMO', 1.831, 13.091445, 1605220224, 0.0313]
['SIVB', 18.844, 12.41169, 9950500864, None]
['SKYW', 6.62, 5.254937, 1471034112, 0.0207]
['SLAB', 0.43, 27.320917, 4183691008, None]
['SLGN', 1.84, 14.10757, 3922719744, 0.0138]
['SLM', 1.804, 4.835443, 2865679872, 0.0161]
['SLMBP', 1.804, None, 2609845248, 0.091000006]
['SMCI', 1.63, 9.857143, 1182118272, None]
['SMPL', 0.281, 16.831684, 1621434368, None]
['SMTC', 0.47, 22.642857, 2919991040, None]
['SPNS', 0.52, 24.762886, 1206505344, 0.0092]
['SPSC', 0.94, 32.98101, 1824845312, None]
['SPWR', 0.15, 20.314287, 1206958080, None]
['STBA', 2.829, 11.039682, 1091119872, 0.041199997]
['STFC', 1.961, 15.7484665, 1123581056, 0.0167]
['STLD', 3.003, 11.391705, 5257424896, 0.038900003]
['STRA', 3.67, 18.177965, 3334440960, 0.0167]
['SUPN', 2.1, 17.247787, 1023959744, None]
['SYKE', 1.53, 10.790874, 1171072256, None]
['TCBI', 4.229, 7.770834, 1316625536, None]
['TCBIP', 4.229, None, 2747019776, 0.0694]
['TECD', 10.27, 10.64242, 4933978624, None]
['TECH', 4.977, 39.07443, 7852510720, 0.0061000003]
['TFSL', 0.3, 81.411766, 3876985344, 0.0808]
['TGE', 0, 111.95, 6308807680, None]
['THOR', 0, -103.015144, 2204820480, None]
['TOWN', 1.84, 14.683454, 1482265984, 0.0364]
['TREE', 1.22, 29.87032, 2914867712, None]
['TRIP', 0.89, 12.56579, 2599261952, None]
['TRMB', 2.03, 17.02985, 8548223488, None]
['TRS', 2.164, 16.536913, 1093109248, None]
['TTEK', 2.939, 22.482954, 4383002624, 0.008]
['TTMI', 0.39, 8.959017, 1154699904, None]
['TXRH', 2.46, 20.497942, 3454577920, 0.028900001]
['UBSI', 2.55, 13.305936, 2964237312, 0.048800003]
['UFPI', 2.981, 13.279222, 2525943296, 0.0124]
['UHAL', 16.346, 12.368492, 5449399808, None]
['UMBF', 4.96, 14.59882, 2421441792, 0.0274]
['URBN', 1.67, 9.553763, 1746067712, None]
['VICR', 0.2, 52.91579, 2041097728, None]
['VNET', 0.766, 25.949154, 1735036416, None]
['VNOM', 0.75, -84.2, 1334704768, 0.2209]
['VRNT', 0.43, 10.663341, 2741993472, None]
['VSAT', 0.004, 537.125, 2669696000, None]
['WAFD', 2.661, 14.861112, 2025138048, 0.0335]
['WB', 2.18, 13.136202, 8247533568, None]
['WDFC', 3.85, 38.32112, 2430378240, 0.0153]
['WERN', 2.38, 18.148472, 2871243520, 0.0086]
['WSBC', 2.83, 10.365546, 1658416128, 0.051599998]
['WSFS', 2.781, 9.203389, 1383531392, 0.019299999]
['WTFC', 5.547, 9.826923, 2352455936, 0.0286]
['WWD', 4.078, 13.601398, 3638980096, 0.0058999998]
['WYNN', 1.15, 17.59315, 8833514496, 0.048299998]
['XNCR', 0.46, -21.992805, 1740775040, None]
['YY', 4.04, 1.2552118, 4632262144, None]
['ZION', 3.204, 10.041667, 5133483008, 0.0442]
['ZNGA', 0.04, 23.40625, 7158687232, None]
